,const,density,dz,zenith,algae
2400,1.0,500,1.0,30,20000
2401,1.0,500,1.0,40,0
2402,1.0,500,1.0,40,5000
2403,1.0,500,1.0,40,7000
2404,1.0,500,1.0,40,11000
2405,1.0,500,1.0,40,13000
2406,1.0,500,1.0,40,15000
2407,1.0,500,1.0,40,20000
2408,1.0,500,1.0,50,0
2409,1.0,500,1.0,50,5000
2410,1.0,500,1.0,50,7000
2411,1.0,500,1.0,50,11000
2412,1.0,500,1.0,50,13000
2413,1.0,500,1.0,50,15000
2414,1.0,500,1.0,50,20000
2415,1.0,500,1.0,60,0
2416,1.0,500,1.0,60,5000
2417,1.0,500,1.0,60,7000
2418,1.0,500,1.0,60,11000
2419,1.0,500,1.0,60,13000
2420,1.0,500,1.0,60,15000
2421,1.0,500,1.0,60,20000
2422,1.0,500,1.0,70,0
2423,1.0,500,1.0,70,5000
2424,1.0,500,1.0,70,7000
2425,1.0,500,1.0,70,11000
2426,1.0,500,1.0,70,13000
2427,1.0,500,1.0,70,15000
2428,1.0,500,1.0,70,20000
2429,1.0,500,1.0,80,0
2430,1.0,500,1.0,80,5000
2431,1.0,500,1.0,80,7000
2432,1.0,500,1.0,80,11000
2433,1.0,500,1.0,80,13000
2434,1.0,500,1.0,80,15000
2435,1.0,500,1.0,80,20000
2436,1.0,600,1.0,30,0
2437,1.0,600,1.0,30,5000
2438,1.0,600,1.0,30,7000
2439,1.0,600,1.0,30,11000
2440,1.0,600,1.0,30,13000
2441,1.0,600,1.0,30,15000
2442,1.0,600,1.0,30,20000
2443,1.0,600,1.0,40,0
2444,1.0,600,1.0,40,5000
2445,1.0,600,1.0,40,7000
2446,1.0,600,1.0,40,11000
2447,1.0,600,1.0,40,13000
2448,1.0,600,1.0,40,15000
2449,1.0,600,1.0,40,20000
2450,1.0,600,1.0,50,0
2451,1.0,600,1.0,50,5000
2452,1.0,600,1.0,50,7000
2453,1.0,600,1.0,50,11000
2454,1.0,600,1.0,50,13000
2455,1.0,600,1.0,50,15000
2456,1.0,600,1.0,50,20000
2457,1.0,600,1.0,60,0
2458,1.0,600,1.0,60,5000
2459,1.0,600,1.0,60,7000
2460,1.0,600,1.0,60,11000
2461,1.0,600,1.0,60,13000
2462,1.0,600,1.0,60,15000
2463,1.0,600,1.0,60,20000
2464,1.0,600,1.0,70,0
2465,1.0,600,1.0,70,5000
2466,1.0,600,1.0,70,7000
2467,1.0,600,1.0,70,11000
2468,1.0,600,1.0,70,13000
2469,1.0,600,1.0,70,15000
2470,1.0,600,1.0,70,20000
2471,1.0,600,1.0,80,0
2472,1.0,600,1.0,80,5000
2473,1.0,600,1.0,80,7000
2474,1.0,600,1.0,80,11000
2475,1.0,600,1.0,80,13000
2476,1.0,600,1.0,80,15000
2477,1.0,600,1.0,80,20000
2478,1.0,700,1.0,30,0
2479,1.0,700,1.0,30,5000
2480,1.0,700,1.0,30,7000
2481,1.0,700,1.0,30,11000
2482,1.0,700,1.0,30,13000
2483,1.0,700,1.0,30,15000
2484,1.0,700,1.0,30,20000
2485,1.0,700,1.0,40,0
2486,1.0,700,1.0,40,5000
2487,1.0,700,1.0,40,7000
2488,1.0,700,1.0,40,11000
2489,1.0,700,1.0,40,13000
2490,1.0,700,1.0,40,15000
2491,1.0,700,1.0,40,20000
2492,1.0,700,1.0,50,0
2493,1.0,700,1.0,50,5000
2494,1.0,700,1.0,50,7000
2495,1.0,700,1.0,50,11000
2496,1.0,700,1.0,50,13000
2497,1.0,700,1.0,50,15000
2498,1.0,700,1.0,50,20000
2499,1.0,700,1.0,60,0
2500,1.0,700,1.0,60,5000
2501,1.0,700,1.0,60,7000
2502,1.0,700,1.0,60,11000
2503,1.0,700,1.0,60,13000
2504,1.0,700,1.0,60,15000
2505,1.0,700,1.0,60,20000
2506,1.0,700,1.0,70,0
2507,1.0,700,1.0,70,5000
2508,1.0,700,1.0,70,7000
2509,1.0,700,1.0,70,11000
2510,1.0,700,1.0,70,13000
2511,1.0,700,1.0,70,15000
2512,1.0,700,1.0,70,20000
2513,1.0,700,1.0,80,0
2514,1.0,700,1.0,80,5000
2515,1.0,700,1.0,80,7000
2516,1.0,700,1.0,80,11000
2517,1.0,700,1.0,80,13000
2518,1.0,700,1.0,80,15000
2519,1.0,700,1.0,80,20000
2520,1.0,800,1.0,30,0
2521,1.0,800,1.0,30,5000
2522,1.0,800,1.0,30,7000
2523,1.0,800,1.0,30,11000
2524,1.0,800,1.0,30,13000
2525,1.0,800,1.0,30,15000
2526,1.0,800,1.0,30,20000
2527,1.0,800,1.0,40,0
2528,1.0,800,1.0,40,5000
2529,1.0,800,1.0,40,7000
2530,1.0,800,1.0,40,11000
2531,1.0,800,1.0,40,13000
2532,1.0,800,1.0,40,15000
2533,1.0,800,1.0,40,20000
2534,1.0,800,1.0,50,0
2535,1.0,800,1.0,50,5000
2536,1.0,800,1.0,50,7000
2537,1.0,800,1.0,50,11000
2538,1.0,800,1.0,50,13000
2539,1.0,800,1.0,50,15000
2540,1.0,800,1.0,50,20000
2541,1.0,800,1.0,60,0
2542,1.0,800,1.0,60,5000
2543,1.0,800,1.0,60,7000
2544,1.0,800,1.0,60,11000
2545,1.0,800,1.0,60,13000
2546,1.0,800,1.0,60,15000
2547,1.0,800,1.0,60,20000
2548,1.0,800,1.0,70,0
2549,1.0,800,1.0,70,5000
2550,1.0,800,1.0,70,7000
2551,1.0,800,1.0,70,11000
2552,1.0,800,1.0,70,13000
2553,1.0,800,1.0,70,15000
2554,1.0,800,1.0,70,20000
2555,1.0,800,1.0,80,0
2556,1.0,800,1.0,80,5000
2557,1.0,800,1.0,80,7000
2558,1.0,800,1.0,80,11000
2559,1.0,800,1.0,80,13000
2560,1.0,800,1.0,80,15000
2561,1.0,800,1.0,80,20000
2562,1.0,850,1.0,30,0
2563,1.0,850,1.0,30,5000
2564,1.0,850,1.0,30,7000
2565,1.0,850,1.0,30,11000
2566,1.0,850,1.0,30,13000
2567,1.0,850,1.0,30,15000
2568,1.0,850,1.0,30,20000
2569,1.0,850,1.0,40,0
2570,1.0,850,1.0,40,5000
2571,1.0,850,1.0,40,7000
2572,1.0,850,1.0,40,11000
2573,1.0,850,1.0,40,13000
2574,1.0,850,1.0,40,15000
2575,1.0,850,1.0,40,20000
2576,1.0,850,1.0,50,0
2577,1.0,850,1.0,50,5000
2578,1.0,850,1.0,50,7000
2579,1.0,850,1.0,50,11000
2580,1.0,850,1.0,50,13000
2581,1.0,850,1.0,50,15000
2582,1.0,850,1.0,50,20000
2583,1.0,850,1.0,60,0
2584,1.0,850,1.0,60,5000
2585,1.0,850,1.0,60,7000
2586,1.0,850,1.0,60,11000
2587,1.0,850,1.0,60,13000
2588,1.0,850,1.0,60,15000
2589,1.0,850,1.0,60,20000
2590,1.0,850,1.0,70,0
2591,1.0,850,1.0,70,5000
2592,1.0,850,1.0,70,7000
2593,1.0,850,1.0,70,11000
2594,1.0,850,1.0,70,13000
2595,1.0,850,1.0,70,15000
2596,1.0,850,1.0,70,20000
2597,1.0,850,1.0,80,0
2598,1.0,850,1.0,80,5000
2599,1.0,850,1.0,80,7000
2600,1.0,850,1.0,80,11000
2601,1.0,850,1.0,80,13000
2602,1.0,850,1.0,80,15000
2603,1.0,850,1.0,80,20000
2604,1.0,900,1.0,30,0
2605,1.0,900,1.0,30,5000
2606,1.0,900,1.0,30,7000
2607,1.0,900,1.0,30,11000
2608,1.0,900,1.0,30,13000
2609,1.0,900,1.0,30,15000
2610,1.0,900,1.0,30,20000
2611,1.0,900,1.0,40,0
2612,1.0,900,1.0,40,5000
2613,1.0,900,1.0,40,7000
2614,1.0,900,1.0,40,11000
2615,1.0,900,1.0,40,13000
2616,1.0,900,1.0,40,15000
2617,1.0,900,1.0,40,20000
2618,1.0,900,1.0,50,0
2619,1.0,900,1.0,50,5000
2620,1.0,900,1.0,50,7000
2621,1.0,900,1.0,50,11000
2622,1.0,900,1.0,50,13000
2623,1.0,900,1.0,50,15000
2624,1.0,900,1.0,50,20000
2625,1.0,900,1.0,60,0
2626,1.0,900,1.0,60,5000
2627,1.0,900,1.0,60,7000
2628,1.0,900,1.0,60,11000
2629,1.0,900,1.0,60,13000
2630,1.0,900,1.0,60,15000
2631,1.0,900,1.0,60,20000
2632,1.0,900,1.0,70,0
2633,1.0,900,1.0,70,5000
2634,1.0,900,1.0,70,7000
2635,1.0,900,1.0,70,11000
2636,1.0,900,1.0,70,13000
2637,1.0,900,1.0,70,15000
2638,1.0,900,1.0,70,20000
2639,1.0,900,1.0,80,0
2640,1.0,900,1.0,80,5000
2641,1.0,900,1.0,80,7000
2642,1.0,900,1.0,80,11000
2643,1.0,900,1.0,80,13000
2644,1.0,900,1.0,80,15000
2645,1.0,900,1.0,80,20000
