,density (kg m^-3),zenith (deg),algae (ppb),BBA,lyr1_abs,lyr2_abs,lyr3_abs,lyr4_abs,lyr5_abs,lyr6_abs,lyr7_abs,lyr8_abs,lyr9_abs,lyr10_abs,lyr11_abs
113,700,45,10000,0.45719493602695055,111.11002309587155,135.4956145129988,48.950876595785374,29.7677455161146,20.578766382280104,15.119190420966918,17.251007735852337,10.03628918680319,10.322433113437786,8.988987181862646,5.85389376854202
114,700,45,15000,0.4327703827875333,118.8940846977132,142.56448791874226,54.02236962162589,33.38669311398237,23.18234298784853,17.022631291123723,18.324447567512575,10.614761379150858,10.452517178956072,8.880874867428659,5.668341141224034
115,700,50,0,0.5336846161769887,84.9025897352706,104.31382758779806,29.87483576884987,15.851395331250032,9.852154285603623,6.636790462313992,10.57428799141391,5.806944827559995,7.443308230059647,7.1291378530816365,4.956795600696278
116,700,50,1000,0.5248692453311087,86.90674005016741,106.17778375455369,31.453905928301587,17.19816964530419,10.997846001411368,7.6082226934679005,11.291567809279604,6.308932369635675,7.751856311659972,7.309785867276408,5.033252969780768
117,700,50,5000,0.49453376360410767,94.28504314529197,112.92324252375279,36.92441246649421,21.689338354191875,14.695016994529984,10.659692644917492,13.448864439491388,7.765183147263048,8.579827590115723,7.739478602021768,5.173068014693299
118,700,50,10000,0.4644893207402528,102.42512782595547,120.16016461311482,42.377017351001086,25.870686196870675,17.929694560185663,13.190107001541362,15.077828468480593,8.776310657953575,9.035577848380646,7.870513141199701,5.125146812745738
119,700,50,15000,0.440218073194291,109.70193692064153,126.45381612110798,46.777762021839855,29.003838380628327,20.18239566581634,14.836212577107606,16.001397932723975,9.27256822269354,9.14096297321082,7.76881754205075,4.958127138389913
120,700,60,0,0.5482576922409977,67.7159324588989,75.34353580601004,20.573522362464132,11.088837605870426,6.950324320646312,4.705282458045638,7.526283854520877,4.141663887459307,5.310919920623273,5.08474666633491,3.5322373656083914
121,700,60,1000,0.7886655405197217,1.6689445383898358,1.6010574229128058,1.3274639647192368,1.1473617874354383,0.9900238803349921,0.8513988378270909,0.7806096901549286,0.5679004275036958,0.5142558713663437,0.4410789342950345,0.2973454028607421
122,700,60,5000,0.5101201994682552,75.34099178200765,81.6088993277005,25.501610518434383,15.166886392732854,10.33301864464661,7.515015009343813,9.526772701952057,5.503823842226236,6.093662258848708,5.497833940660886,3.6725494136399046
123,700,60,10000,0.48066163125667066,82.03928806619061,86.86815453508736,29.283662544856714,18.064310096963094,12.574012068270484,9.26769341651932,10.64764118406453,6.19837755887284,6.398049789911074,5.5752245857552545,3.628529133579328
124,700,60,15000,0.45673435639931764,88.08396092824636,91.42958226019559,32.309230512087,20.214549796576343,14.11847006237914,10.395002868332638,11.27160454205942,6.531099388017686,6.457436191648502,5.4908108850302435,3.5023460933117603
