dz,density,zenith,algae,BBA,abs
1.0,700,70,15000,0.40173900618358915,86.94761169182401
1.0,700,70,20000,0.3759295397144085,97.0707408243929
1.0,700,80,0,0.5164273015978628,24.279936053858503
1.0,700,80,5000,0.464701865964172,33.18377290237923
1.0,700,80,7000,0.4469431150385083,36.30124269471763
1.0,700,80,11000,0.4154588068865604,41.91351296695648
1.0,700,80,13000,0.4014494628196125,44.44882851694012
1.0,700,80,15000,0.388457263619415,46.82252125536373
1.0,700,80,20000,0.35974861757477833,52.15166881665622
1.0,800,30,0,0.4454649859124665,110.86512515171356
1.0,800,30,5000,0.4053941133404246,148.13813069872654
1.0,800,30,7000,0.3915930482778835,161.13826365723503
1.0,800,30,11000,0.3669831830077226,184.56341814507505
1.0,800,30,13000,0.35594566603636274,195.18470573240216
1.0,800,30,15000,0.34563277448509766,205.1805141300755
1.0,800,30,20000,0.3225576221363065,227.82920160310726
1.0,800,40,0,0.4546359054471204,99.96381066075145
1.0,800,40,5000,0.4138658544688967,133.8075456619037
1.0,800,40,7000,0.39981526641711596,145.63634320146917
1.0,800,40,11000,0.37474846707534726,166.98567377020495
1.0,800,40,13000,0.3635023507176371,176.67917444914625
1.0,800,40,15000,0.35299145495964307,185.8109865108349
1.0,800,40,20000,0.32947308977715617,206.52178015680525
1.0,800,50,0,0.4661117066540167,85.82513729663754
1.0,800,50,5000,0.4242265935084775,115.25755167702461
1.0,800,50,7000,0.409784036790032,125.56888841990092
1.0,800,50,11000,0.38401126431554583,144.20986443576905
1.0,800,50,13000,0.3724469845061962,152.68555464166462
1.0,800,50,15000,0.36163963335639016,160.67535892145102
1.0,800,50,20000,0.3374554013272899,178.82187056409947
1.0,800,60,0,0.4804862550456395,67.77768856430215
1.0,800,60,5000,0.43672201028151814,91.81210569513638
1.0,800,60,7000,0.42163399784156613,100.24875226399126
1.0,800,60,11000,0.3947204953818591,115.51814165131985
1.0,800,60,13000,0.3826518253169556,122.46654382536133
1.0,800,60,15000,0.37137894017294304,129.01886814063727
1.0,800,60,20000,0.3461801868254028,143.90431729093532
1.0,800,70,0,0.49396501904894263,47.498341068375595
1.0,800,70,5000,0.4465707367211135,65.1160781197911
1.0,800,70,7000,0.43028204074961657,71.29495864926501
1.0,800,70,11000,0.40131442513003296,82.46198518782332
1.0,800,70,13000,0.38836889651650064,87.53349647538973
1.0,800,70,15000,0.37630619295735906,92.30828838692553
1.0,800,70,20000,0.3494616513312306,103.12051914349695
1.0,800,80,0,0.4999435306733377,25.015047215258598
1.0,800,80,5000,0.44287361803654485,35.02177911121861
1.0,800,80,7000,0.42365629375836633,38.466972498305985
1.0,800,80,11000,0.3900710471964178,44.592802559970295
1.0,800,80,13000,0.37533415493272027,47.327019411448646
1.0,800,80,15000,0.36176887687999026,49.87120900238998
1.0,800,80,20000,0.33221389039080534,55.51427075543059
1.0,850,30,0,0.4191112799003993,112.48532889679417
1.0,850,30,5000,0.37895636384424386,150.58016531946848
1.0,850,30,7000,0.36520476568718774,163.782203230942
1.0,850,30,11000,0.3407782824532767,187.47618992273803
1.0,850,30,13000,0.32986857969458516,198.17420414265936
1.0,850,30,15000,0.31969718030686406,208.22362372355045
1.0,850,30,20000,0.29703026087201373,230.91415953230447
1.0,850,40,0,0.4285914954207796,101.31068270852212
1.0,850,40,5000,0.38765309400511866,135.99575852046436
1.0,850,40,7000,0.37362497015553303,148.04404011434235
1.0,850,40,11000,0.34869697172560654,169.70508652219266
1.0,850,40,13000,0.33756339879334385,179.49616373239178
1.0,850,40,15000,0.3271795304252753,188.70456868989743
1.0,850,40,20000,0.3040348064549278,209.52537338700776
1.0,850,50,0,0.44046623469403257,86.86277370967885
1.0,850,50,5000,0.39830097003065895,117.13476396519223
1.0,850,50,7000,0.3838465915308188,127.67699232996966
1.0,850,50,11000,0.35815872570137486,146.66200312838296
1.0,850,50,13000,0.3466807592445468,155.2617010726475
1.0,850,50,15000,0.33597975340985464,163.35272888676116
1.0,850,50,20000,0.3121322281376467,181.67036303094028
1.0,850,60,0,0.4553308579280295,68.5132111849787
1.0,850,60,5000,0.4111359821013606,93.34607888567108
1.0,850,60,7000,0.39599195202081916,102.01237223312249
1.0,850,60,11000,0.36909491469598343,117.63818403421328
1.0,850,60,13000,0.35708633074936313,124.72265460134835
1.0,850,60,15000,0.3458979503846019,131.3904235935341
1.0,850,60,20000,0.32099651039037147,146.48992214670176
1.0,850,70,0,0.46939867130097884,47.994048225466805
1.0,850,70,5000,0.4213426459061694,66.3084014247278
1.0,850,70,7000,0.40493601045212635,72.69374984253992
1.0,850,70,11000,0.3758983111630206,84.18853552581271
1.0,850,70,13000,0.3629841901536997,89.38890043287532
1.0,850,70,15000,0.35098516205889746,94.27474338013046
1.0,850,70,20000,0.32441219059953813,105.30006498247643
1.0,850,80,0,0.4761007719684557,25.370211444722443
1.0,850,80,5000,0.41782289054783284,35.87858415994037
1.0,850,80,7000,0.3983715741281208,39.46949358714009
1.0,850,80,11000,0.3646009150760621,45.82029753820041
1.0,850,80,13000,0.34988078322729704,48.640015843834014
1.0,850,80,15000,0.336385952040937,51.25557567254653
1.0,850,80,20000,0.30718474867364987,57.02692644503314
1.0,900,30,0,0.30787881828820873,113.56473631614215
1.0,900,30,5000,0.2769650966721592,146.78219893939695
1.0,900,30,7000,0.26630759820241595,158.35461929425648
1.0,900,30,11000,0.24730715628205985,179.20066028001813
1.0,900,30,13000,0.2387969127607726,188.64580648806827
1.0,900,30,15000,0.23085529911999256,197.53320301622952
1.0,900,30,20000,0.21313566298324244,217.67328924415563
1.0,900,40,0,0.31906149303400194,102.15700541128939
1.0,900,40,5000,0.28707791731656707,132.9009526002214
1.0,900,40,7000,0.2760495246496689,143.6366311587165
1.0,900,40,11000,0.2563895229958971,163.001543766941
1.0,900,40,13000,0.24758329124490575,171.78993479924915
1.0,900,40,15000,0.23936581924867573,180.06651746455972
1.0,900,40,20000,0.221032556824139,198.84725494430083
1.0,900,50,0,0.33312065578338046,87.46309931683392
1.0,900,50,5000,0.2995872495890867,114.85704404251796
1.0,900,50,7000,0.28802639844361577,124.44692834293271
1.0,900,50,11000,0.267423918039508,141.77399934501193
1.0,900,50,13000,0.25819906149655786,149.6493419313453
1.0,900,50,15000,0.24959332735112427,157.07257198811135
1.0,900,50,20000,0.23040541699759548,173.93630780895833
1.0,900,60,0,0.35068612258685977,68.90211186185294
1.0,900,60,5000,0.314803279959184,91.95502482604559
1.0,900,60,7000,0.3024490949626455,100.04043357556
1.0,900,60,11000,0.2804616635922547,114.66508030692907
1.0,900,60,13000,0.270631226112402,121.31707796780444
1.0,900,60,15000,0.26147018329405314,127.58888337379383
1.0,900,60,20000,0.24108378072195785,141.8376978551084
1.0,900,70,0,0.3681041278077435,48.27133916098947
1.0,900,70,5000,0.3281080584949991,65.83382030831271
1.0,900,70,7000,0.31441170855474115,71.98335466535046
1.0,900,70,11000,0.2901519922053889,83.08288132466713
1.0,900,70,13000,0.2793612735622772,88.11774790677298
1.0,900,70,15000,0.269340578957541,92.8548121418447
1.0,900,70,20000,0.24718011606152207,103.57151243234763
1.0,900,80,0,0.3793992078756897,25.68643606093928
1.0,900,80,5000,0.32909101033582483,36.26783404998038
1.0,900,80,7000,0.31232997917481076,39.887212277610686
1.0,900,80,11000,0.28331608484852455,46.288379714868626
1.0,900,80,13000,0.2707151176133316,49.13014299040606
1.0,900,80,15000,0.2591963197452045,51.7652556706589
1.0,900,80,20000,0.23440413642410124,57.57621672107339
